,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Text_ID,Dominant_Topic_ID
2714,2714,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We Muslims of the United States are subject to Islamophobia from the media
where regularly STOP SCAPEGOATING MUSLIMS!",document #: 2714,topic #: 5.0
2715,2715,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Oh sweetheart no uh uh,document #: 2715,topic #: 5.0
2716,2716,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Melanin is gold. It's a gift of God. We have to appreciate this in all shades.

The black girls with freckles are also beautiful.",document #: 2716,topic #: 5.0
2717,2717,5.0,0.19349999725818634,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","HELP RODNEY SUMTER RECOVER

Rodney Sumter Jr., 27 miraculously survived Pulse nightclub Orlando
shooting, being shot three times. But he’s still in a lot of pain.

Rodney is still recovering at Orlando Regional Medical Center. Lenita Sumter,
his mother, said he is in intense pain and that it has been difficult for him to
get comfortable and is needing sedation and heavy pain medications.

Rodney was shot in the arms and back. He had surgery Monday to repair his
arms, but shrapnel was left in his back. He had another surgery Wednesday
night, family said.

Doctors said Rodney is running a fever and suspect he may have an
infection.

Please help Rodney Sumter to recover!
https://www.gofundme.com/294czwct

Don't forget to send forward your payment invoice????",document #: 2717,topic #: 5.0
2718,2718,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Welcome to the City of memes - Memopolis.,document #: 2718,topic #: 5.0
2719,2719,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Today is a good day to honor our Navy forces. 72 years ago our ships took
part in operation “overlord”, landing our forces in Europe. We can’t say we
have brilliant commandership now, but our soldiers are as brave as our
grandfathers were.

Our sailors not only fight our enemies in the seas and oceans, they also
Challenge the water elemental itself, sailing for months without seeing the
shores of their home. God bless the US. Navy!",document #: 2719,topic #: 5.0
2720,2720,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We should not only strengthen our geographical boundaries but also our
cultural. Like us!",document #: 2720,topic #: 5.0
2721,2721,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","UC Davis paid $175,000 or more to scrub police pepper spray incident from
web searches
http://boingboing.net/2016/04/13/uc-davis-spent-175000-to—scr.htm",document #: 2721,topic #: 5.0
2722,2722,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Our country was drawing a blank for the last eight years. We need a strong
leader who will March for Trump",document #: 2722,topic #: 5.0
2723,2723,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Reverse your camera and then zoom in,document #: 2723,topic #: 5.0
2724,2724,5.0,0.19290000200271606,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We have many problems in our country at the moment. Healthcare, education
and Veterans are just on the top of the list. But one problem is destroying our
country more than anything else. Illegal aliens affect our economy drastically.
Not only they sink the job market and steal hundreds of millions of welfare
dollars, they also flood America with drugs, which is the worst. Mexican
cartels have a stable stream of drugs through the border and our government
does nothing with it.

To cure our nation we need to get rid of all the gangs and illegal immigrants
and build a huge wall so they would never come back!",document #: 2724,topic #: 5.0
2725,2725,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Click Watch More to join us! Let's fight against police brutality together!
donotshoot.us Donotshoot.us Don't Shoot",document #: 2725,topic #: 5.0
2726,2726,5.0,0.19249999523162842,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Chicagoans, join us on July 16th outside the Homan Square facility to protest
against police brutality and violence against black people in the country and
honor the memory of Sandra Bland. Rally in Memory of Sandra Bland",document #: 2726,topic #: 5.0
2727,2727,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Last month, Edward M. Nero, the second to be tried in Freddie Gray’s case
among the six of Demand Justice For Freddie Gray",document #: 2727,topic #: 5.0
2728,2728,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Subway SquarePants,document #: 2728,topic #: 5.0
2729,2729,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Prehistoric,document #: 2729,topic #: 5.0
2730,2730,5.0,0.19300000369548798,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","President Barack Obama defended his decision to open up bathrooms to
students of both sexes based on preference, Citing his religious faith as a
reason he decided to do it.

“My reading of scripture tells me that that [the] Golden Rule is pretty high up
there in terms of my Christian belief,” he said during a town hall in Elkhart,
Indiana.

Obama is nothing more than an ignoramus and provocateur shamelessly
mocking the Bible. Thanks God, the national nightmare is almost over. He
tries to create as many conflicts among the population as it's possible
destroying everything we hold of worth.",document #: 2730,topic #: 5.0
2731,2731,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",A page to unit all Muslim people living in the USA!,document #: 2731,topic #: 5.0
2732,2732,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Oh sweetheart no uh uh,document #: 2732,topic #: 5.0
2733,2733,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Last month, Edward M. Nero, the second to be tried in Freddie Gray’s case
among the six of Demand Justice For Freddie Gray",document #: 2733,topic #: 5.0
2734,2734,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The time has come to understand one simple thing: we the American muslims
are as American Support Hillary. Save American Muslims!",document #: 2734,topic #: 5.0
2735,2735,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Cate does a muppet,document #: 2735,topic #: 5.0
2736,2736,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We Muslims of the United States are subject to Islamophobia from the media
where regularly STOP SCAPEGOATING MUSLIMS!",document #: 2736,topic #: 5.0
2737,2737,5.0,0.993399977684021,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","President Barack Obama signed a bill Friday eliminating the offensive and
outdated descriptors, after the legislation passed unanimously in the House
and Senate earlier this month. Rep. Grace Meng (D-N.Y.) sponsored the bill,
which aimed to “modernize” two references to “Orientals” and “Negros” in
the US. Code that date to the 1970’s. The words will be replaced with “Asian
Americans” and “African Americans,” respectively. “The term ‘Oriental’ has
no place in federal law and at long last this insulting and outdated term will be
gone for good,” Meng said in a statement on Friday. Obama signed the bill
shortly before leaving for his trip to Vietnam and Japan, where he will become
the first sitting US. president to visit Hiroshima.

Subscribe to our Channel:
https://www.youtube.com/ChahnellUCszPCwUDPvDCR6VRaOCDtg

Follow my Facebook: https://www.facebook.com/WilliamsandKalvin

Follow me on Twitter: https://twitter.com/Williams8kalvih",document #: 2737,topic #: 5.0
2738,2738,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Patrick got some weird ass fingers,document #: 2738,topic #: 5.0
2739,2739,2.0,0.9940000176429749,"hillary defender minorities people going, hillary remorse taking money countries, foundation husband collects millions dollars, foundation organized crime finest investing, collects millions dollars foreign governments, going vote secret opinion point, governments dictatorships yeah sanders said, governments governments dictatorships yeah sanders, foreign governments governments dictatorships yeah, hillary problem accepting foreign money","""If you ask me about the Clinton Foundation, do l have a problem when a
sitting secretary of state and a foundation run by her husband collects many
millions of dollars from foreign governments, many governments which are

dictatorships... yeah, I do,"" Sanders said in an interview with Jake Tapper on
CNN.

So, Bernie has the point. I appreciate the way he maintains his independent
opinion in spite of all the pressure that is on him as the ""second Democratic
option"". Because that is a fact. The Clinton Foundation is nothing more than
an ""organized crime"" at it's finest, in which we are investing our taxpayers'
money!

Hillary has no problem in accepting foreign money from the countries, like
Saudi Arabia. Hillary has no remorse about taking money from countries that
abuse the rights of women, while she has always had her own alleged
feminist stance. She does not refrain from receiving money from the countries
that prosecute, torture and execute LGBT on the legal basis, although Hillary
has always been a ""defender"" of the minorities.

So, why are so many people going to vote for her? That's a secret for me.
What's your opinion on that point?",document #: 2739,topic #: 2.0
2740,2740,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","LGBT United mourns the attack on Pulse Nightclub in Orlando, Florida.
Orlando Memorial Rally",document #: 2740,topic #: 5.0
2741,2741,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","This is the community which unites all the muslims who live in the US. We all
are children of the Middle East. It's time to unite! @muslim Voice - Muslimlnst",document #: 2741,topic #: 5.0
2742,2742,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We Muslims of the United States are subject to Islamophobia from the media
where regularly STOP SCAPEGOATING MUSLIMS!",document #: 2742,topic #: 5.0
2743,2743,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","White supremacists are planning to raise the racist flag again! The state
officials ordere Not My Heritage",document #: 2743,topic #: 5.0
2744,2744,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The creators of spongebob must realize that their show is just a meme dump
at this point",document #: 2744,topic #: 5.0
2745,2745,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",He better find the patient,document #: 2745,topic #: 5.0
2746,2746,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","One year ago nine people were killed by a gunman, including the senior
pastor, state senat Remember Victims of Charleston Shooting",document #: 2746,topic #: 5.0
2747,2747,5.0,0.1932000070810318,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Fortunately, some patriots in the United States don't stay away, while traitors
destroy this country. Our friends from San Diego organized a rally to support
ideas of Donald Trump. Patriots carried and waved American flags, while the
CIinton/Sanders supporters carried MEXICAN flags and attempted to confront
a very diverse group of Donald Trump supporters. That explains why the
Democrats encourage the illegal immigration. They are ready to destroy
America just to be elected.

We have to defend this nation! Let's organize rallies against the illegal
immigration around the whole country! Let's flood the United States with
American flags!

If you have a desire to organize a rally in your City, please contact us. We can
help you. Only our patriotism can save the United States of America!",document #: 2747,topic #: 5.0
2748,2748,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Last month, Edward M. Nero, the second to be tried in Freddie Gray’s case
among the six of Demand Justice For Freddie Gray",document #: 2748,topic #: 5.0
2749,2749,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Last month, Edward M. Nero, the second to be tried in Freddie Gray’s case
among the six of Demand Justice For Freddie Gray",document #: 2749,topic #: 5.0
2750,2750,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","It's time for Changes in Black Community! Stay together brother let us be
together here!",document #: 2750,topic #: 5.0
2751,2751,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",News is telling you enough about good refugees. We take on bad ones.,document #: 2751,topic #: 5.0
2752,2752,5.0,0.19269999861717224,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","As we celebrate and reflect upon the birth of the great Martin Luther King Jr.,
a voice of the people and one who sacrificed his life for the total liberation of
Black Americans, the question is ""who will keep his dream alive""?
He saw the promise-Iand where blacks and whites live together in harmony
and each of them given equal rights and privileges, freedom and justice.
Today, we do not see this equality among blacks and whites in America.
These rights and privileges, freedom and justice shouldn't be for some

selected few but all!",document #: 2752,topic #: 5.0
2753,2753,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Newest news and videos for Black community! Stay together, like to join!",document #: 2753,topic #: 5.0
2754,2754,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",This page is dedicated to protection against illegal immigrants!,document #: 2754,topic #: 5.0
2755,2755,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Society need to see beyond skin color! Afro—american community welcomes
you!",document #: 2755,topic #: 5.0
2756,2756,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","There are some people who will always support you! And unfortunately, the
VA is not on the list. There are numerous examples of disgusting treatment of
our Veterans by the VA employees. And there is little Chance the situation will
Change in the near future. The failure of the Defense Department and VA to
create a joint electronic health record, despite spending $1 billion for

development is just another example of it. Click Learn More! Veterans USA (
@veterans GovSpending",document #: 2756,topic #: 5.0
2757,2757,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Stop hating black people! Like to join!,document #: 2757,topic #: 5.0
2758,2758,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Your voice counts! Here you can find news and videos about black
community!",document #: 2758,topic #: 5.0
2759,2759,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Community about black social and racial issues! Like to subscribe!,document #: 2759,topic #: 5.0
2760,2760,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",We're black and We're proud of it! Join to understand how beautiful we are!,document #: 2760,topic #: 5.0
2761,2761,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Why don‘t american cops realize that being black is not a crime? African
american kids are being shot only for playing with toy guns... How is it
possible? Where is the justice? Our Government is blind, they simply don‘t
want to pay attention to this legalized homicide of own people... This is crazy!
We must speak about it!",document #: 2761,topic #: 5.0
2762,2762,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Click Learn More! Support the police! They have so much responsibility, they
have so much to care about, they have to worry about everything and to make
people's life safe. Tea Party News ( @tea Teapartypat",document #: 2762,topic #: 5.0
2763,2763,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Your voice counts! Here you can find news and videos about black
community!",document #: 2763,topic #: 5.0
2764,2764,5.0,0.19249999523162842,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Why don‘t american cops realize that being black is not a crime? African
american kids are being shot only for playing with toy guns... How is it
possible? Where is the justice? Our Government is blind, they simply don‘t
want to pay attention to this legalized homicide of own people... This is crazy!
We must speak about it!",document #: 2764,topic #: 5.0
2765,2765,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Why don‘t american cops realize that being black is not a crime? African

american kids are being shot only for playing with toy guns... How is it
possible? Where is the justice? Our Government is blind, they simply don‘t

want to pay attention to this legalized homicide of own people... This is crazy!
We must speak about it!",document #: 2765,topic #: 5.0
2766,2766,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Community about black social and racial issues! Like to subscribe!,document #: 2766,topic #: 5.0
2767,2767,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",You are not the only one to despise immigration. Join our community!,document #: 2767,topic #: 5.0
2768,2768,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Black is beautiful! News and videos for BIaCk-Americans!,document #: 2768,topic #: 5.0
2769,2769,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",BIaCk-Americans deserves equal justice! Like to join!,document #: 2769,topic #: 5.0
2770,2770,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Many of y'all know that the Civil war was not at all about slavery, it was about
freedom and independence from the Union. Click Learn More! South United (
@south Yoyoyoyoyo",document #: 2770,topic #: 5.0
2771,2771,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Community about black social and racial issues! Like to subcribe!,document #: 2771,topic #: 5.0
2772,2772,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Community about black social and racial issues! Like to subscribe!,document #: 2772,topic #: 5.0
2773,2773,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Society need to see beyond skin color! Afro—american community welcomes
you!",document #: 2773,topic #: 5.0
2774,2774,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Black is beautiful! News and videos for BIaCk-Americans!,document #: 2774,topic #: 5.0
2775,2775,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",We are against illegal immigration! Press like tojoin!,document #: 2775,topic #: 5.0
